pcode3,beneficiarios,educacion_ben,nutricion_ben,proteccionGBV_ben,proteccionGeneral_ben,proteccionNNA_ben,salud_ben,seguridad_alimentaria_ben,wash_ben,org_count,estado,pcode1,municipio,pcode2,parroquia,fo,poblacion_2019,ham_2019_ambitos_ge,percent_pobre,pob_pobre,percent_urbana,area_km2,densidad_ppl_km2,razon_de_dependencia_total,razon_de_dependencia_de_menores_de_15_anos,percent_sin_agua_segura,percent_sin_saneamiento_mejorado,percent_analfabeto,promedio_de_personas_por_vivienda,percent_hogares_jefatura_femenina,percent_sin_servicio_electrico,ham_2019_x_violencia_envelope,ham_2019_x_mortalidad_y_salud_envelope,ham_2019_x_pobreza_envelope,promedio_de_edad,pob_menor_de_18,pob_18_y_mas,hogares_2019,matricula_total,pob_analfabeto,pob_sin_agua_segura,pob_sin_servicio_electrico,pob_sin_saneamiento_mejorado,pob_urbana,not_covered_pobre,coverage_percent,coverage_pobre_percent,percent_total_ben,org_present,pob_pobre_score,percent_pobre_score,poverty_score,gap_score
VE211604,80,0,80,0,0,0,0,0,0,1,TRUJILLO,VE21,SAN RAFAEL,VE2116,JOSE LEONARDO SUAREZ,Zulia,14505.295565702323,CIUD MED Y PEQ OCCID,0.5151611813303448,7472.565199173022,0.9913,30.1891099369,480.48106075404934,0.5448,0.4668,0.23560000000000006,0.0848,0.0545,3.81,0.38130000000000003,0.0031,0.3361531157988027,0.0436941260497178,0.36806808180528816,27.83,5322.3565124799225,9182.939053222402,3899.3563861466546,1303,790.5386083307766,3417.447635279468,44.9664162536772,1230.049063971557,14379.099494280712,7392.565199173022,0.005515227155326602,0.010705828302288146,6.087863778873263e-5,TRUE,0.03977468934669768,0.48782904429068347,0.26380186681869056,0.2637306679762762
VE211701,269,0,269,0,0,0,5145,0,0,3,TRUJILLO,VE21,SUCRE,VE2117,SABANA DE MENDOZA,Zulia,11711.889142112974,RESTO,0.7246050437112462,8486.493943762041,0.9934999999999999,43.5786928351,268.75264906247384,0.5095000000000001,0.42,0.4864,0.0339,0.0596,3.97,0.38409999999999994,0.0017000000000000001,0.5550217598555798,0.09904601951917306,0.5195439610871188,29.32,4047.825622659938,7664.063519453036,3034.6396223343645,3448,698.0285928699333,5696.6628787237505,19.91021154159206,397.0330419176298,11635.761862689238,8217.493943762041,0.022968113575524245,0.031697424376026004,2.0470441956461346e-4,TRUE,0.04520266265610399,0.7094936122684197,0.3773481374622618,0.3767870847232182
VE211704,22,0,22,0,0,0,0,0,0,1,TRUJILLO,VE21,SUCRE,VE2117,VALMORE RODRIGUEZ,Zulia,17896.750284877096,RESTO,0.44806555070087456,8018.91727214949,0.9779000000000001,29.1190302858,614.6066716241066,0.5693,0.501,0.1965,0.0814,0.0644,4.15,0.3743,0.005699999999999999,0.5550217598555798,0.09904601951917306,0.5195439610871188,26.76,6934.9138857235885,10961.83639915351,4555.6482174833145,1288,1152.550718346085,3516.7114309783497,102.01147662379944,1456.7954731889956,17501.232103581315,7996.91727214949,0.001229273451873002,0.002743512528356942,1.6741625391901475e-5,TRUE,0.04269953439668897,0.4168184937421681,0.22975901406942856,0.22985481736655303
VE211801,125,0,125,0,0,0,1743,0,0,3,TRUJILLO,VE21,TRUJILLO,VE2118,ANDRES LINARES,Zulia,4475.778706214377,RESTO,0.842586987502214,3771.2328967957287,0,125.547804073,35.6499959458624,0.6347,0.4792,0.3378,0.4657,0.1328,3.87,0.2687,0.0067,0.2571472830810735,0.277575412502445,0.3825945430900209,31.36,1564.3875269769246,2911.391179237453,1177.4959880471474,739,594.3834121852693,1511.9180469592166,29.98771733163633,2084.3701434840355,0,3646.2328967957287,0.02792810105344222,0.03314565910427003,9.512287154489474e-5,TRUE,0.019959950832019485,0.8343596088285709,0.4271597798302952,0.4268952713065815
VE211802,301,0,301,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,CHIQUINQUIRA,Zulia,11038.701400033204,RESTO,0.4278647960799803,4723.071723513,0.7759,59.8723059373,184.37074081618385,0.5043,0.34740000000000004,0.1116,0.1598,0.062400000000000004,3.84,0.34850000000000003,0.005,0.2571472830810735,0.277575412502445,0.3825945430900209,33.7,3171.4754579159985,7867.225942117206,2912.6851308726696,1342,688.8149673620719,1231.9190762437056,55.19350700016602,1763.9844837253058,8564.928416285764,4422.071723513,0.027267700166171232,0.06372971185288662,2.290558746801065e-4,TRUE,0.02505553153613706,0.3954390582458855,0.21024729489101127,0.2095267749243944
VE211803,743,0,768,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,CRISTOBAL MENDOZA,Zulia,19982.495102650653,RESTO,0.29330955791733415,5861.056804643758,1,12.3116462433,1623.0563084546984,0.41350000000000003,0.3014,0.0179,0.019799999999999998,0.04650000000000001,3.74,0.43579999999999997,0.0019,0.2571472830810735,0.277575412502445,0.3825945430900209,32.19,5287.086381495213,14695.40872115544,5024.414199546233,2175,929.1860222732555,357.6866623374467,37.96674069503624,395.6534030324829,19982.495102650653,5118.056804643758,0.037182543830647154,0.12676894709693234,5.654103484628543e-4,TRUE,0.031147628914621056,0.2530327427902356,0.14209018585242833,0.14020009832082075
VE211804,129,0,129,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,CRUZ CARRILLO,Zulia,5360.8416247025625,RESTO,0.46186867797224596,2476.0048340199596,0.6416,104.72411182,51.19013693729661,0.5277000000000001,0.3381,0.17570000000000005,0.11620000000000001,0.0815,3.75,0.34869999999999995,NA,0.2571472830810735,0.277575412502445,0.3825945430900209,34.69,1460.8713961595927,3899.97022854297,1429.8165569143932,615,436.9085924132589,941.8998734602405,NA,622.9297967904379,3439.515986409164,2347.0048340199596,0.02406338575748493,0.05210005983330811,9.816680343433136e-5,TRUE,0.01302606776394392,0.43142701083390245,0.2222265392989232,0.22192605679856509
VE211805,125,0,145,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,MATRIZ,Zulia,14703.172430966742,RESTO,0.21341086610912718,3137.8167630444536,0.9295,62.5397075779,235.10139398481107,0.42729999999999996,0.3023,0.022400000000000003,0.0271,0.0473,3.52,0.4153,3e-4,0.2571472830810735,0.277575412502445,0.3825945430900209,33.45,3868.9153892977697,10834.257041668972,4209.224669359748,7084,695.460055984727,329.35106245365506,4.410951729290022,398.4559728791987,13666.598774583586,3012.8167630444536,0.008501566623590306,0.039836615532233714,9.512287154489474e-5,TRUE,0.016569016423563725,0.1684720934576559,0.09252055494060982,0.09224372784955341
VE211806,80,0,80,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,MONSENOR CARRILLO,Zulia,7237.071495766698,RESTO,0.5173596754160659,3744.168960012721,0.4654,121.290163515,59.667423029499716,0.5636,0.4305,0.0541,0.2193,0.1073,4.14,0.275,0.0022,0.2571472830810735,0.277575412502445,0.3825945430900209,31.21,2402.868186597311,4834.2033091693875,1789.5351115046208,824,776.5377714957667,391.52556792097835,15.921557290686737,1587.0897790216368,3368.133074129821,3664.168960012721,0.011054195063126812,0.021366557133075587,6.087863778873263e-5,TRUE,0.019815066561512714,0.4901558168977828,0.25498544172964777,0.2548417336824545
VE211807,86,0,86,0,0,0,0,0,0,1,TRUJILLO,VE21,TRUJILLO,VE2118,TRES ESQUINAS,Zulia,7350.939239665762,RESTO,0.4251528300394929,3125.272621192257,0.9299,13.1840160722,557.5644932021931,0.5049,0.4019,0.0886,0.0943,0.0431,4.01,0.4028,0.005699999999999999,0.2571472830810735,0.277575412502445,0.3825945430900209,30.33,2382.164960433844,4968.774279231918,1871.0540645232693,1194,316.82548122959435,651.2932166343866,41.90035366609484,693.1935703004814,6835.638398965192,3039.272621192257,0.011699185260019958,0.02751759939815809,6.544453562288757e-5,TRUE,0.016501862525889456,0.39256885343825226,0.20453535798207087,0.20436343683782318
VE211901,20,0,20,0,0,0,6070,0,0,2,TRUJILLO,VE21,URDANETA,VE2119,LA QUEBRADA,Zulia,8674.284592504462,RESTO,0.36893055069065406,3200.208591560127,0.6722,149.532402223,58.00939771948803,0.5626,0.4536,0.026099999999999998,0.3419,0.08439999999999999,3.9,0.265,0.0102,0.3731509326041317,0.09779304283969531,0.46862073249326314,28.96,3068.191284949435,5606.093307555027,2225.9671624033313,1817,732.1096196073765,226.39882786436644,88.47770284354552,2965.7379021772754,5830.8541030814995,3180.208591560127,0.002305665647318305,0.00624959262116406,1.5219659447183157e-5,TRUE,0.01690302527942805,0.3330660963704931,0.17498456082496058,0.1749920430123711
VE211905,60,0,60,0,0,0,0,0,0,1,TRUJILLO,VE21,URDANETA,VE2119,SANTIAGO,Zulia,5594.8636525877455,RESTO,0.35119497510834335,1964.8880012051284,0,83.3963556562,67.08762761351913,0.6663,0.5013000000000001,0.031200000000000006,0.39280000000000004,0.1099,4.12,0.2688,0.0046,0.3731509326041317,0.09779304283969531,0.46862073249326314,30.25,2053.7791195716836,3541.084533016062,1360.035990481856,996,614.8755154193932,174.5597459607377,25.736372801903627,2197.662442736467,0,1904.8880012051284,0.010724121931416274,0.03053609160583203,4.565897834154947e-5,TRUE,0.010289851297734826,0.3142956790634454,0.1622927651805901,0.1621683770124884
VE212001,110,0,110,0,0,0,19493,0,0,3,TRUJILLO,VE21,VALERA,VE2120,JUAN IGNACIO MONTILLA,Zulia,29274.17195454312,CIUD GRAND ANDES,0.18777872167775664,5497.066587798941,1,4.171200635,7018.164436615051,0.4782,0.31579999999999997,0.0163,0.006900000000000001,0.0305,3.95,0.4292,0.0134,0.3224567725785148,0.5138142734968211,0.35543754466055383,34.49,7681.5207487016,21592.651205841517,7692.756517714815,11710,892.862244613565,477.1690028590528,392.27390419087783,201.99178648634754,29274.17195454312,5387.066587798941,0.0037575785293195584,0.020010672645689138,8.370812695950737e-5,TRUE,0.02919904111447982,0.14134435547032975,0.08527169829240479,0.08508119575404689
VE212002,40,0,40,0,0,0,0,0,0,1,TRUJILLO,VE21,VALERA,VE2120,BEATRIZ,Zulia,18088.339692497557,CIUD GRAND ANDES,0.16572095559712124,2997.6169390060336,0.9752,37.9653980032,476.442777999402,0.3856,0.308,0.016,0.0208,0.0281,3.84,0.47090000000000004,0.0066,0.3224567725785148,0.5138142734968211,0.35543754466055383,31.52,4938.744690697794,13149.595001799762,4961.2162287242245,1233,508.28234535918136,289.4134350799609,119.38304197048387,376.23746560394915,17639.748868123617,2957.6169390060336,0.0022113693506425397,0.013343933135520451,3.0439318894366315e-5,TRUE,0.01581846969439247,0.11799955494365717,0.06690901231902482,0.06685863151180427
VE212003,806.7,0,806.7,0,0,0,0,0,0,1,TRUJILLO,VE21,VALERA,VE2120,MERCEDES DIAZ,Zulia,75187.269398879,CIUD GRAND ANDES,0.37862634994064515,28467.881374501518,1,20.6881484638,3634.3160206164043,0.49340000000000006,0.3724,0.0335,0.0387,0.0387,3.99,0.43200000000000005,8e-4,0.3224567725785148,0.5138142734968211,0.35543754466055383,31.47,23059.54327145575,52127.72612742325,19671.33470458168,17826,2909.7473257366173,2518.7735248624467,60.1498155191032,2909.7473257366173,75187.269398879,27661.181374501517,0.010729209963994617,0.028337198310885037,6.138849638021327e-4,TRUE,0.15217116338928183,0.34332762959240964,0.24774939649084574,0.24612721772912502
VE212004,87,0,87,0,0,0,0,0,0,1,TRUJILLO,VE21,VALERA,VE2120,SAN LUIS,Zulia,20565.20255052193,CIUD GRAND ANDES,0.3895593296501774,8011.3665197014425,0.995,10.2855319805,1999.4301305475321,0.5163,0.428,0.13129999999999997,0.06880000000000001,0.038900000000000004,4.06,0.4155,0.0025,0.3224567725785148,0.5138142734968211,0.35543754466055383,29.21,7034.839821052091,13530.362729469842,5264.581992081041,2789,799.9863792153033,2700.211094883529,51.41300637630483,1414.8859354759093,20462.376537769323,7924.3665197014425,0.004230447027510166,0.010859570559660551,6.620551859524674e-5,TRUE,0.0426591121451524,0.3548985307230212,0.1987788214340868,0.19869922804697046
VE212005,61,0,61,0,0,0,0,0,0,1,TRUJILLO,VE21,VALERA,VE2120,LA PUERTA,Zulia,13459.20285905281,CIUD GRAND ANDES,0.6030401439784134,8116.43962995788,0.8541,106.234301565,126.69356941004341,0.5415,0.44549999999999995,0.0698,0.1306,0.06269999999999999,3.85,0.30620000000000003,0.0029,0.3224567725785148,0.5138142734968211,0.35543754466055383,28.84,4717.774566771224,8741.428292281586,3548.006170617576,2960,843.892019262611,939.4523595618862,39.03168829125315,1757.771893392297,11495.505161917004,8055.43962995788,0.004532214919323451,0.007515610634846372,4.6419961313908634e-5,TRUE,0.043221611276429546,0.5808356001681215,0.31202860572227553,0.3120211557142279
VE220100,292,0,260,0,0,0,3754,0,0,3,YARACUY,VE22,ARISTIDES BASTIDAS,VE2201,SAN PABLO,Caracas,25103,CIUD MED Y PEQ OCCID,0.4606051036095117,11562.569915909571,0.9499,64.3052102631,390.3727224791419,0.5603,0.4742,0.1284,0.1188,0.0701,4.28,0.4313,0.0253,0.5068491901645211,0.07569888739157098,0.4606051036095116,27.87,9307.165486941665,15795.834513058335,5915.166268000977,6460,1759.7203,3223.2252,635.1059,2982.2364000000002,23845.3397,11270.569915909571,0.011632075847508265,0.025253901349233897,2.222070279288741e-4,TRUE,0.061670149512185454,0.43008970898108495,0.2458799292466352,0.24531668801939552
VE220201,248,0,248,0,0,0,6757,0,0,2,YARACUY,VE22,BOLIVAR,VE2202,AROA,Caracas,37905,CIUD MED Y PEQ OCCID,0.4716840681903313,17879.184604754508,0.47450000000000003,831.129552065,45.606608387130926,0.5982999999999999,0.5058,0.21960000000000002,0.2262,0.11460000000000001,4.13,0.3515,0.0471,0.35119720557721656,0.0904235615801354,0.4716840681903313,27.78,14642.986531986531,23262.01346801347,9423.680134680135,9221,4343.9130000000005,8323.938,1785.3255000000001,8574.111,17985.9225,17631.184604754508,0.00654267247065031,0.013870878649245045,1.8872377714507116e-4,TRUE,0.09548555924371609,0.44181511296060955,0.2686503361021628,0.26832856996408105
VE220301,406,0,406,0,0,0,13347,0,0,2,YARACUY,VE22,BRUZUAL,VE2203,CAPITAL BRUZUAL,Caracas,69139.15315780416,CIUD MED Y PEQ OCCID,0.39813669954728015,27526.83424774206,0.9264,268.968868687,257.0526228381532,0.5196000000000001,0.4338,0.12489999999999998,0.0774,0.0506,4.08,0.4191,0.006,0.4134139240519505,0.07460967696230568,0.4415085196734024,29.08,24051.364653243847,45087.78850456032,17263.183445190156,15208,3498.4411497848905,8635.480229409739,414.834918946825,5351.370454414042,64050.511485389776,27120.83424774206,0.005872215401211814,0.014749244186454276,3.089590867778181e-4,TRUE,0.14713335504801198,0.3639763760750552,0.25555486556153356,0.2549947333288153
VE220400,64,0,64,0,0,0,6686,0,0,3,YARACUY,VE22,COCOROTE,VE2204,COCOROTE,Caracas,51981,CIUD MED Y PEQ OCCID,0.40074266733824637,20831.004590909386,0.9477,87.1447275592,596.4904757397717,0.4946,0.418,0.1266,0.035699999999999996,0.0387,4.24,0.4338,0.0131,0.45931826177143564,0.041602534276870294,0.40074266733824643,28.94,17791.910465032186,34189.08953496782,12415.99161061691,8875,2011.6646999999998,6580.794599999999,680.9511,1855.7216999999998,49262.3937,20767.004590909386,0.0012312190992862777,0.0030723434254308355,4.8702910230986107e-5,TRUE,0.1112878532259379,0.3667343978092891,0.2390111255176135,0.23924285771430842
VE220500,225,0,175,0,0,0,6934,0,51,3,YARACUY,VE22,INDEPENDENCIA,VE2205,INDEPENDENCIA,Caracas,74657,CIUD MED Y PEQ OCCID,0.36560487327694385,27294.963024236797,0.9125,85.2099069393,876.1539905586629,0.45020000000000004,0.36619999999999997,0.08199999999999999,0.0164,0.030299999999999997,4.13,0.44,0.0037,0.2790545360887429,0.03652687962263498,0.36560487327694385,30.44,23127.643752918997,51529.35624708101,18002.085762225182,9430,2262.1070999999997,6121.873999999999,276.2309,1224.3748,68124.5125,27069.963024236797,0.003013783034410705,0.008243279164738538,1.7122116878081053e-4,TRUE,0.14589205400085,0.32954637113833174,0.2377192125695909,0.23764257434192576
VE220600,188,0,188,0,0,0,4126,0,0,2,YARACUY,VE22,JOSE ANTONIO PAEZ,VE2206,SABANA DE PARRA,Caracas,23832,CIUD MED Y PEQ OCCID,0.4636873487861913,11050.596896272511,0.8481000000000001,126.293691969,188.70301143662658,0.5515,0.48,0.0972,0.0767,0.0603,4.12,0.3862,0.0059,0.33727298974643355,0.05314860446802272,0.46368734878619133,27.22,9077.068876124638,14754.931123875363,5941.948863925177,6730,1437.0696,2316.4703999999997,140.6088,1827.9144000000001,20211.9192,10862.596896272511,0.00788855320577375,0.01701265567504453,1.4306479880352169e-4,TRUE,0.0589293495293893,0.4333517981047452,0.24614057381706728,0.2458477755687722
VE220700,60,0,60,0,0,0,3034,0,0,2,YARACUY,VE22,LA TRINIDAD,VE2207,BORAURE,Caracas,21225,CIUD MED Y PEQ OCCID,0.4466031315750567,9479.151467680578,0.9234,44.7283272004,474.5314955532293,0.5282,0.447,0.1629,0.081,0.04769999999999999,3.98,0.4028,0.0146,0.3222963622540214,0.04930504354860721,0.4466031315750567,28.05,7642.234011627907,13582.765988372092,5448.1613372093025,5501,1012.4324999999999,3457.5525,309.885,1719.2250000000001,19599.165,9419.151467680578,0.0028268551236749115,0.0063296804787402764,4.565897834154947e-5,TRUE,0.05051676246239281,0.41527074486071724,0.23289375366155501,0.23291550158884217
VE220800,259,0,259,0,0,0,3217,0,0,2,YARACUY,VE22,MANUEL MONGE,VE2208,YUMARE,Caracas,15417,RESTO,0.4601134571396118,7093.569168721396,0.3209,412.617099584,37.3639386626085,0.5866,0.5093,0.19579999999999997,0.18030000000000002,0.09960000000000001,4.34,0.3507,0.0192,0.3573587610320528,0.09587071282881235,0.4601134571396118,26.85,6058.015402124431,9358.98459787557,3636.680804248862,5211,1535.5332,3018.6485999999995,296.0064,2779.6851,4947.3153,6834.569168721396,0.016799636764610496,0.03651194396497079,1.970945898410219e-4,TRUE,0.03774576931790787,0.429569375746636,0.23365757253227193,0.23309639194689685
VE220901,107,0,107,0,0,0,9470,0,0,3,YARACUY,VE22,NIRGUA,VE2209,CAPITAL NIRGUA,Caracas,53150.839102694634,CIUD MED Y PEQ OCCID,0.478023810062046,25407.366615864867,0.7943000000000001,1600.84352273,33.20177040917391,0.5093,0.4115,0.2456,0.18420000000000003,0.08929999999999999,3.72,0.3458,0.0823,0.38368854167762156,0.07501084932020863,0.4620263002876836,29.84,17701.047817823935,35449.791284870706,14408.85563021788,9862,4746.36993187063,13053.846083621802,4374.314058151768,9790.384562716354,42217.71149927036,25300.366615864867,0.0020131384904998675,0.004211377023748186,8.14251780424299e-5,TRUE,0.13578698204362186,0.44852476836473054,0.2921558752041762,0.29236067318893777
VE220902,106,0,106,0,0,0,0,0,0,1,YARACUY,VE22,NIRGUA,VE2209,SALOM,Caracas,14091.679562886038,CIUD MED Y PEQ OCCID,0.361480815046919,5093.871813772056,0.5097999999999999,148.543137168,94.86590785374734,0.5442,0.4338,0.33030000000000004,0.14529999999999998,0.0782,3.77,0.2983,0.0148,0.38368854167762156,0.07501084932020863,0.4620263002876836,29.71,4793.412746894726,9298.266815991312,3823.9986764406435,3295,1101.9693418176882,4654.481759621259,208.5568575307134,2047.5210404873412,7183.9382411593015,4987.871813772056,0.007522169343048185,0.020809318309387547,8.066419507007073e-5,TRUE,0.027040575360757522,0.3251816808796553,0.17611112812020643,0.1759235689251119
VE221001,129,0,129,0,0,0,14756,0,0,3,YARACUY,VE22,PENA,VE2210,CAPITAL PENA,Caracas,112828.77665813817,CIUD MED Y PEQ OCCID,0.4429555036140186,49978.12758675922,0.8881,397.730098636,283.68176571267827,0.5337,0.45530000000000004,0.10829999999999998,0.0934,0.056299999999999996,4.21,0.38799999999999996,0.0148,0.4839779760479808,0.06070823043420515,0.45285022649724543,28.15,40589.31466246802,72239.46199567015,27938.577583152928,21830,6352.260125853179,12219.356512076361,1669.865894540445,10538.207739870106,100203.23655009251,49849.12758675922,0.0011433253450124634,0.002581129110450632,9.816680343433136e-5,TRUE,0.267324267531939,0.41141028379522865,0.3393672756635838,0.33999060622524274
VE221101,1529,0,223,0,0,1236,40150,0,79,4,YARACUY,VE22,SAN FELIPE,VE2211,CAPITAL SAN FELIPE,Caracas,67270.73647019124,CIUD GRAND OCCIDENTE,0.38697167219954626,26031.86938196491,0.993,50.2830068489,1337.8423584003085,0.4984,0.3832,0.066,0.0379,0.0288,4.03,0.4229,0.010700000000000001,0.48196610076321433,0.5067283606436692,0.41075971535351324,31.04,20878.57132365347,46392.16514653777,17410.247660258636,26381,1937.3972103415078,4439.868607032622,719.7968802310464,2549.5609122202486,66799.84131489991,24502.86938196491,0.02272905099942714,0.05873569729338392,0.0011635429647371524,TRUE,0.1391301995666791,0.352159887707427,0.24564504363705306,0.2420280596071114
VE221102,104,0,70,0,0,0,34,0,0,2,YARACUY,VE22,SAN FELIPE,VE2211,ALBARICO,Caracas,44105.791284153274,CIUD GRAND OCCIDENTE,0.41214203365754204,18177.850515926024,0.8946,236.183932535,186.7434029519229,0.5838,0.5133,0.07129999999999999,0.058899999999999994,0.053899999999999997,4.11,0.4244,0.0183,0.48196610076321433,0.5067283606436692,0.41075971535351324,26.89,17367.03659226471,26738.754691888564,10917.149237288975,6381,2377.3021502158613,3144.742918560128,807.135980500005,2597.8311066366277,39457.040882803514,18073.850515926024,0.002357966991907615,0.005721248500139401,7.914222912535242e-5,TRUE,0.09708443944404575,0.37879889844283476,0.23794166894344027,0.23801395700440092
VE221103,32,0,32,0,0,0,0,0,0,1,YARACUY,VE22,SAN FELIPE,VE2211,SAN JAVIER,Caracas,16679.472245655474,CIUD GRAND OCCIDENTE,0.5030450656856994,8390.526211418557,0.5562,113.045582267,147.54643137014037,0.5364,0.4411,0.21529999999999996,0.1057,0.061900000000000004,4.09,0.4047,0.0103,0.48196610076321433,0.5067283606436692,0.41075971535351324,29.12,5884.330729761113,10795.14151589436,4186.389940352723,4432,1032.459332006074,3591.0903744896227,171.79856413025138,1763.0202163657837,9277.122463033575,8358.526211418557,0.001918525929879771,0.003813825163486364,2.4351455115493053e-5,TRUE,0.044688908319317905,0.4750059731850987,0.2598474407522083,0.2599235095220511
VE221200,986.1,0,938.1,0,0,0,3647,0,0,3,YARACUY,VE22,SUCRE,VE2212,GUAMA,Caracas,24129,CIUD MED Y PEQ OCCID,0.40522919018502473,9777.775129974461,0.7920999999999999,142.896657884,168.85629347319886,0.5006,0.3983,0.113,0.0823,0.049400000000000006,4.03,0.4507,0.0125,0.3254955737724206,0.04664741406529387,0.4052291901850247,29.94,8001.912418369497,16127.087581630503,6108.49499684011,5309,1191.9726,2726.577,301.6125,1985.8166999999999,19112.580899999997,8791.675129974461,0.040867835384806664,0.10085116367393648,7.504053090433657e-4,TRUE,0.05211541648728228,0.37148270190017113,0.2117990591937267,0.20932970892619418
VE221300,213,0,213,0,0,0,4347,0,0,2,YARACUY,VE22,URACHICHE,VE2213,URACHICHE,Caracas,26308,CIUD MED Y PEQ OCCID,0.47798291537250953,12574.77453761998,0.8315,186.134803971,141.33842483375014,0.5767,0.493,0.2242,0.10280000000000002,0.0771,4.2,0.41979999999999995,0.0138,0.505735312864535,0.08588097156585332,0.47798291537250953,27.61,10047.246289720479,16260.753710279523,6375.192752435582,7028,2028.3468,5898.2536,363.05039999999997,2704.4624000000003,21875.102,12361.77453761998,0.008096396533373879,0.016938673481800205,1.6208937311250064e-4,TRUE,0.06708889288998446,0.44848148753718264,0.25778519021358354,0.2574546301242214
VE221401,72,0,72,0,0,0,5888,0,0,2,YARACUY,VE22,VEROES,VE2214,CAPITAL VEROES,Caracas,12989.952801724137,RESTO,0.403015293506687,5235.149641024865,0.26739999999999997,398.681309555,32.582296913349815,0.6068,0.5336,0.11800000000000002,0.1573,0.0968,3.98,0.395,0.0089,0.5820651415708571,0.07881154524795782,0.46393018631383415,26.6,5231.1955459770115,7758.757255747127,3310.619324712644,3765,1257.4274312068965,1532.8144306034485,115.61057993534482,2043.3195757112067,3473.513379181034,5163.149641024865,0.005542745312395865,0.013753188530806704,5.479077400985937e-5,TRUE,0.027796893079957793,0.3691396279844572,0.1984682605322075,0.19837511803014585
VE221402,20,0,20,0,0,0,0,0,0,1,YARACUY,VE22,VEROES,VE2214,EL GUAYABO,Caracas,19259.04719827586,RESTO,0.5050164131837577,9726.134937409972,0.3629,572.96801046,33.612779154658185,0.607,0.5251,0.1483,0.23160000000000003,0.1014,4.2,0.35450000000000004,0.0417,0.5820651415708571,0.07881154524795782,0.46393018631383415,26.82,7688.096731321838,11570.950466954022,4690.237104885057,4577,1952.8673859051723,2856.11669950431,803.1022681681034,4460.39533112069,6989.10822825431,9706.134937409972,0.0010384729729407628,0.002056315291603996,1.5219659447183157e-5,TRUE,0.05183896551532934,0.4770923455739748,0.26446565554465207,0.2646000528181828
VE230101,500,0,33,0,0,467,3153,0,0,3,ZULIA,VE23,ALMIRANTE PADILLA,VE2301,ISLA DE TOAS,Zulia,9082.425852963366,RESTO,0.6617854638089622,6010.617405613871,1,6.51332371706,1394.4379624759406,0.4854,0.3858,0.4387,0.1258,0.1036,3.85,0.3857,0.0025,0.44405079686826004,0.18480457951297216,0.6005044004260085,31.13,2879.2165311425933,6203.209321820773,2415.5136222650685,515,940.9393183670047,3984.4602216950284,22.706064632408417,1142.5691723027915,9082.425852963366,5510.617405613871,0.055051371527229435,0.08318612985298379,3.8049148617957896e-4,TRUE,0.03194828769319587,0.6430086129884769,0.3374784503408364,0.33624643621881806
VE230204,6,0,6,0,0,0,0,0,0,1,ZULIA,VE23,BARALT,VE2302,MANUEL GUANIPA MATOS,Zulia,15036.650895411087,RESTO,0.59226580560464,8905.694156166379,0.7159,683.547863545,21.99794878653904,0.5856,0.5194,0.2404,0.26770000000000005,0.0977,4.32,0.3295,0.030899999999999997,0.42278668432047506,0.10165968490846963,0.46747720659465003,26.32,5978.861575789953,9057.789319621133,3556.632274867274,3522,1469.0807924816631,3614.8108752568255,464.63251266820254,4025.3114447015487,10764.738376024798,8899.694156166379,3.9902502503606644e-4,6.737262581430049e-4,4.565897834154947e-6,TRUE,0.04744681203678902,0.5694325968348225,0.30843970443580576,0.3085958920380826
VE230301,2575,0,20,0,0,672,32691,0,0,4,ZULIA,VE23,CABIMAS,VE2303,AMBROSIO,Zulia,45911.63153473025,CIUD GRAND ZULIA,0.3630203290952734,16666.855589038707,1,7.01370809053,6545.985510392246,0.4204,0.3003,0.18059999999999998,0.014100000000000001,0.0181,4.13,0.3973,0.0021,0.25568709937961115,0.1842418391095576,0.3903912201045862,33.27,11793.049787877866,34118.58174685238,11187.977331822884,14809,831.0005307786176,8291.640655172283,96.41442622293353,647.3540046396967,45911.63153473025,14091.855589038707,0.05608600509115253,0.15449824870946266,0.0019595311538248314,TRUE,0.08899546852023878,0.3268110230458321,0.20790324578303543,0.2012839582612739
VE230302,145,0,145,0,0,0,0,0,0,1,ZULIA,VE23,CABIMAS,VE2303,CARMEN HERRERA,Zulia,27774.701926585974,CIUD GRAND ZULIA,0.17609620359566638,4891.019565273031,1,4.14029340583,6708.389769545333,0.4365,0.3014,0.031200000000000002,0.025,0.0181,4.4,0.384,9e-4,0.25568709937961115,0.1842418391095576,0.3903912201045862,34.13,7196.375315522169,20578.326611063803,6481.076481813759,9116,502.72210487120617,866.5707001094825,24.997231733927375,694.3675481646494,27774.701926585974,4746.019565273031,0.005220578077966909,0.029646170510034688,1.103425309920779e-4,TRUE,0.02595462469954802,0.12898018163338487,0.07746740316646644,0.07717074903284273
