pcode3,beneficiarios,educacion_ben,nutricion_ben,proteccionGBV_ben,proteccionGeneral_ben,proteccionNNA_ben,salud_ben,seguridad_alimentaria_ben,wash_ben,org_count,estado,pcode1,municipio,pcode2,parroquia,fo,poblacion_2019,ham_2019_ambitos_ge,percent_pobre,pob_pobre,percent_urbana,area_km2,densidad_ppl_km2,razon_de_dependencia_total,razon_de_dependencia_de_menores_de_15_anos,percent_sin_agua_segura,percent_sin_saneamiento_mejorado,percent_analfabeto,promedio_de_personas_por_vivienda,percent_hogares_jefatura_femenina,percent_sin_servicio_electrico,ham_2019_x_violencia_envelope,ham_2019_x_mortalidad_y_salud_envelope,ham_2019_x_pobreza_envelope,promedio_de_edad,pob_menor_de_18,pob_18_y_mas,hogares_2019,matricula_total,pob_analfabeto,pob_sin_agua_segura,pob_sin_servicio_electrico,pob_sin_saneamiento_mejorado,pob_urbana,not_covered_pobre,coverage_percent,coverage_pobre_percent,percent_total_ben,org_present,pob_pobre_score,percent_pobre_score,poverty_score,gap_score
VE230303,20,0,20,0,0,0,0,0,0,1,ZULIA,VE23,CABIMAS,VE2303,GERMAN RIOS LINARES,Zulia,52790.226548719664,CIUD GRAND ZULIA,0.4489313410436446,23699.18719851453,0.9995,18.2489990509,2892.7738119486703,0.4986,0.43170000000000003,0.1125,0.056400000000000006,0.0313,4.3,0.4103,0.004,0.25568709937961115,0.1842418391095576,0.3903912201045862,28.32,18447.67418344383,34342.552365275835,12493.104548081017,10804,1652.3340909749256,5938.900486730962,211.16090619487866,2977.3687773477895,52763.8314354453,23679.18719851453,3.7885800663390153e-4,8.439107988164929e-4,1.5219659447183157e-5,TRUE,0.1266424022745444,0.4177348015303639,0.27218860190245414,0.2725947446780174
VE230304,935,0,80,0,0,855,0,0,0,2,ZULIA,VE23,CABIMAS,VE2303,LA ROSA,Zulia,27504.999087646735,CIUD GRAND ZULIA,0.24476802409171097,6732.3442793276045,1,5.36423508266,5127.478319613026,0.4731,0.36560000000000004,0.0225,0.024399999999999998,0.0222,4.48,0.3983,8e-4,0.25568709937961115,0.1842418391095576,0.3903912201045862,31.24,8401.829743476674,19103.16934417006,6367.332241043732,7721,610.6109797457575,618.8624794720515,22.00399927011739,671.1219777385803,27504.999087646735,5797.3442793276045,0.033993820433171174,0.1388817863743272,7.115190791558126e-4,TRUE,0.03581198544129286,0.20165889014009178,0.11873543779069232,0.1163446338456403
VE230307,189,0,165,0,0,0,0,0,53,2,ZULIA,VE23,CABIMAS,VE2303,SAN BENITO,Zulia,34881.95804315431,CIUD GRAND ZULIA,0.5362670795583239,18706.045769078344,0.9771,65.7653901255,530.399925805794,0.5526,0.48590000000000005,0.1407,0.056299999999999996,0.0398,4.19,0.386,0.001,0.25568709937961115,0.1842418391095576,0.3903912201045862,27.26,13065.343615047746,21816.614428106564,8444.044100875859,6150,1388.3019301175416,4907.891496671811,34.881958043154306,1963.8542378295874,34083.161203966076,18517.045769078344,0.005418273818407159,0.010103685318274089,1.4382578177588083e-4,TRUE,0.09991208364642806,0.5101664370378565,0.30503926034214224,0.3048926477872214
VE230501,13,0,0,0,13,0,12505,0,0,2,ZULIA,VE23,COLON,VE2305,SAN CARLOS DEL ZULIA,Zulia,20810.283774440883,CIUD MED Y PEQ OCCID,0.48600962264454733,10113.99816434196,0.8687999999999999,491.898429048,42.30605862010222,0.5065,0.4219,0.29529999999999995,0.1759,0.09230000000000001,4.25,0.3362,0.0166,0.4191197342857964,0.11432024488294701,0.46399686711035903,28.97,7040.461434486402,13769.82233995448,5070.158084037009,5525,1920.7891923808936,6145.276798592392,345.45071065571864,3660.528915924151,18079.974543234235,10100.99816434196,6.246911450562032e-4,0.0012853472769881415,9.892778640669053e-6,TRUE,0.05391535525644511,0.4569765400038156,0.25544594763013034,0.25560676106010255
VE230603,16,0,16,0,0,0,0,0,0,1,ZULIA,VE23,FRANCISCO JAVIER PULGAR,VE2306,FRANCISCO JAVIER PULGAR,Zulia,5493.0018395879315,RESTO,0.33266630178098017,1827.336607651838,0.7471,109.28188411,50.26452356969646,0.5114,0.4451,0.5981,0.0252,0.1241,3.52,0.2531,0.0015,0.4037518255345736,0.07454592902598137,0.4657255916411607,27.67,1961.2922185430461,3531.7096210448854,1596.9369327937206,1472,681.6815282928623,3285.3644002575415,8.239502759381898,138.42364635761587,4103.821674356143,1811.336607651838,0.0029127971311948934,0.008755912803914273,1.2175727557746527e-5,TRUE,0.009553482695046146,0.2946858880596815,0.1521196853773638,0.15211125279348373
VE230701,4459,4459,0,0,0,0,14812,0,0,2,ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,LA CONCEPCION,Zulia,78224.2473643437,CIUD MED Y PEQ OCCID,0.5501881004659501,43038.05006776687,0.9606999999999999,172.792313085,452.70675510816056,0.5932,0.531,0.31670000000000004,0.24789999999999998,0.1074,4.3,0.36840000000000006,0.0166,0.5858175438344715,0.1979245642699247,0.6066002195113052,26.13,31198.698507864865,47025.548856478825,18288.152514399273,18938,8401.284166930513,24773.61914028765,1298.5225062481054,19391.790921620803,75150.03444292498,38579.05006776687,0.05700278558426257,0.10360599499696074,0.003393223073749485,TRUE,0.23017120747783187,0.524899726666015,0.3775354670719234,0.366349492810729
VE230702,909,909,0,0,0,0,0,0,0,1,ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,JOSE RAMON YEPEZ,Zulia,28645.944289130657,CIUD MED Y PEQ OCCID,0.6332149099531288,18139.03903356421,0.7189,2547.81809316,11.243323990058393,0.5399,0.4876,0.5195000000000001,0.318,0.1856,4.02,0.25,0.0489,0.5858175438344715,0.1979245642699247,0.6066002195113052,26.04,10806.019737950082,17839.92455118057,7109.550338509212,6775,5316.687260062649,14881.568058203378,1400.786675738489,9109.410283943549,20593.56934945603,17230.03903356421,0.031732240725780805,0.050112908314382025,6.917335218744746e-4,TRUE,0.09687666577998635,0.6127710142097625,0.35482383999487443,0.35272497141063114
VE230703,2934,2934,0,0,0,0,0,0,0,1,ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,MARIANO PARRA LEON,Zulia,10750.69689110445,CIUD MED Y PEQ OCCID,0.8106494884524903,8715.0469352816,0.6361,230.305198597,46.6802180610633,0.5393,0.4885,0.9536000000000001,0.3479,0.152,4.12,0.23579999999999998,0.0083,0.5858175438344715,0.1979245642699247,0.6066002195113052,25.84,4169.53619185557,6581.1606992488805,2613.7222540334806,8920,1634.1059274478764,10251.864555357204,89.23078419616694,3740.1674484152377,6838.51829243154,5781.0469352816,0.27291254043518864,0.33665911632926815,0.002232724040901769,TRUE,0.046426199856694925,0.800558609130277,0.42349240449348596,0.4157505532343903
VE230704,961,961,0,0,0,0,0,0,0,1,ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,SAN JOSE,Zulia,16459.1114554212,CIUD MED Y PEQ OCCID,0.6951056517510124,11440.821395463106,0.9024,179.473733798,91.70763379752348,0.6112,0.5403,0.3355,0.48540000000000005,0.1471,4.28,0.3306,0.0168,0.5858175438344715,0.1979245642699247,0.6066002195113052,26.24,6650.03199838324,9809.07945703796,3892.921957627404,4638,2421.135295092459,5522.031893293813,276.51307245107614,7989.252700461451,14852.70217737209,10479.821395463106,0.058387112974040395,0.08399746546004884,7.313046364371507e-4,TRUE,0.061018380122107675,0.6782729792064722,0.36964567966428996,0.36727634543188226
VE230801,584,578,0,0,0,0,6742,1,92,2,ZULIA,VE23,JESUS MARIA SEMPRUN,VE2308,JESUS MARIA SEMPRUM,Zulia,22467.981170450075,CIUD MED Y PEQ OCCID,0.49945421314123417,11221.727856359208,0.6883,2226.17548973,10.09263702439518,0.49520000000000003,0.43670000000000003,0.4786000000000001,0.20679999999999998,0.16010000000000002,3.02,0.215,0.0538,0.4791206914558472,0.1275864102525053,0.5316878279407985,27.85,7897.244915365439,14570.736255084636,7469.155294580765,6692,3597.1237853890575,10753.175788177408,1208.7773869702141,4646.378506049075,15464.711439620787,10637.727856359208,0.02599254448228209,0.05204189653102795,4.444140558577482e-4,TRUE,0.05984548322095377,0.47120560028855096,0.26552554175475235,0.26416839569249645
VE230901,1300,1300,0,0,0,0,15545,0,0,2,ZULIA,VE23,LA CANADA DE URDANETA,VE2309,CONCEPCION,Zulia,40947.36071037587,CIUD MED Y PEQ ZULIA,0.36884659387289054,15103.294526106763,0.955,160.689260784,254.8232564553128,0.47869999999999996,0.40740000000000004,0.165,0.07859999999999999,0.09119999999999999,4.5,0.2854,0.0060999999999999995,0.5471556573077634,0.12016417208012525,0.4860383536870222,28.73,13922.148400437904,27025.212309937964,9163.221749178932,9479,3734.3992967862787,6756.3145172120185,249.7789003332928,3218.462551835543,39104.72947840895,13803.294526106763,0.031748077957820274,0.08607393557431381,9.892778640669053e-4,TRUE,0.0806250896721062,0.33297724081021657,0.20680116524116138,0.20358906284069295
VE230902,2576,2576,0,0,0,0,0,0,0,1,ZULIA,VE23,LA CANADA DE URDANETA,VE2309,ANDRES BELLO,Zulia,12799.911130032844,CIUD MED Y PEQ ZULIA,0.8890357680678436,11379.578822688889,0.28309999999999996,552.999804417,23.14632126050596,0.5294,0.4743,0.9352000000000003,0.24869999999999998,0.223,4.2,0.4526,0.1059,0.5471556573077634,0.12016417208012525,0.4860383536870222,26.41,4864.172144507968,7935.738985524877,2903.402846369055,3299,2854.380181997324,11970.47688880672,1355.510588670478,3183.337898039168,3623.6548409122975,8803.578822688889,0.20125139728164582,0.22637041670328842,0.0019602921367971905,TRUE,0.0606905237000545,0.8835185995009651,0.4721045616005098,0.4653797518839131
VE230903,381,381,0,0,0,0,0,0,0,1,ZULIA,VE23,LA CANADA DE URDANETA,VE2309,CHIQUINQUIRA,Zulia,16843.854810850262,CIUD MED Y PEQ ZULIA,0.50225630112268,8459.932213945112,0.5772999999999999,240.834722388,69.93947817754346,0.484,0.41979999999999995,0.48339999999999994,0.1521,0.1343,3.83,0.26289999999999997,0.0118,0.5471556573077634,0.12016417208012525,0.4860383536870222,28.41,5764.47870088797,11079.376109962292,4376.8397518550055,2082,2262.1297010971903,8142.319415565015,198.7574867680331,2561.950316730325,9723.957382303855,8078.932213945112,0.022619525297414237,0.04503582184405336,2.8993451246883917e-4,TRUE,0.045060466903919856,0.4741711855044749,0.2596158262041974,0.2587522879447129
VE231002,1316,1316,0,0,0,0,0,0,0,1,ZULIA,VE23,LAGUNILLAS,VE2310,LIBERTAD,Zulia,46749.39458202754,CIUD GRAND ZULIA,0.34482921998806304,16120.557268634737,0.9998999999999999,40.2144218834,1162.5032113497844,0.5055,0.4465,0.019700000000000002,0.0245,0.030299999999999997,3.91,0.3293,0.0036,0.29121573751201085,0.18883169052490767,0.3444750226647104,27.53,16771.695492353734,29977.699089673806,12089.840967820479,10203,1416.5066558354342,920.9630732659426,168.29782049529913,1145.3601672596749,46744.71964256933,14804.557268634737,0.028150097167374367,0.08163489500207911,0.0010014535916246519,TRUE,0.0860709112296491,0.3075584925804021,0.1968147019050256,0.19357924463252627
VE231101,7366,1978,278,0,0,2455,16374,0,2562,8,ZULIA,VE23,MACHIQUES DE PERIJA,VE2310,LIBERTAD,Zulia,69252.61620600548,CIUD GRAND ZULIA,0.4511373069439862,31242.438774002763,0.8229000000000001,3898.90778886,17.76205541558966,0.6081,0.54,0.195,0.3029,0.1107,3.96,0.36840000000000006,0.0637,0.29121573751201085,0.18883169052490767,0.3444750226647104,26.17,27643.42092964804,41609.19527635744,17547.424087121122,23514,7666.264614004806,13504.260160171068,4411.39165232255,20976.61744879906,56987.97787592191,23876.438774002763,0.10636421269758806,0.23576904649739905,0.005605400574397557,TRUE,0.16702449858692728,0.4200694819202029,0.29354699025356507,0.2742939049767977
VE231102,181,0,181,0,0,0,0,0,0,2,ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,BARTOLOME DE LAS CASAS,Zulia,46741.17985611511,CIUD MED Y PEQ OCCID,0.4575800365107126,21387.830785114937,0.8003,1451.24038834,32.20774465185603,0.5139,0.4533,0.3202,0.2676,0.1421,3.56,0.2912,0.015600000000000001,0.4285449652212113,0.16649133615028944,0.5068288289020171,27.17,16961.61151079137,29779.568345323743,13217.534772182253,2944,6641.921657553957,14966.525789928057,729.1624057553958,12507.939729496404,37406.96623884892,21206.830785114937,0.0038723883427242995,0.0084627563130885,1.3773791799700757e-4,TRUE,0.11426877051056536,0.4268881341822996,0.27057845234643246,0.27050556389325614
VE231104,407,407,0,0,0,0,0,0,0,1,ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,SAN JOSE DE PERIJA,Zulia,62368.767386091124,CIUD MED Y PEQ OCCID,0.44838179681867957,27965.0199859418,0.8903,591.829507106,105.38299736197594,0.5788,0.5043,0.0975,0.1848,0.1192,3.74,0.3306,0.0011,0.4285449652212113,0.16649133615028944,0.5068288289020171,27.22,23792.19184652278,38576.575539568345,16703.61630695444,5879,7434.357072422062,6080.954820143885,68.60564412470023,11525.748212949638,55526.913603836925,27558.0199859418,0.006525702159231147,0.01455389626771594,3.0972006975017724e-4,TRUE,0.14947914167671117,0.41715319230187287,0.283316166989292,0.2827618603656109
VE231201,1987,0,10,0,0,607,35035,0,1370,5,ZULIA,VE23,MARA,VE2312,SAN RAFAEL,Zulia,55464.630939914394,CIUD MED Y PEQ OCCID,0.5736749126454183,31818.667309365752,0.987,117.356602359,472.61619563801946,0.5826,0.5075,0.27690000000000003,0.2738,0.1255,4.65,0.4549,0.0118,0.4620557314211999,0.21854482346613704,0.6324136496525843,26.86,21425.057267361903,34039.5736725525,12226.513104366837,12055,6960.811182959256,15358.156307262298,654.4826450909899,15186.21595134856,54743.59073769551,29831.667309365752,0.03582463213633468,0.06244761858442548,0.0015120731660776467,TRUE,0.17010928450187476,0.549756955785806,0.3599331201438404,0.3551938394347758
VE231202,824,648,176,0,0,0,0,0,0,4,ZULIA,VE23,MARA,VE2312,LA SIERRITA,Zulia,49852.912745329864,CIUD MED Y PEQ OCCID,0.6811923856036427,33959.42456228149,0.8864,389.680066045,127.93293034284407,0.6654000000000001,0.5975,0.16649999999999995,0.49560000000000004,0.15560000000000002,4.74,0.4178,0.018600000000000002,0.4620557314211999,0.21854482346613704,0.6324136496525843,25.04,21412.932164211154,28439.980581118707,10557.65799798283,13541,7757.113223173327,8300.50997209742,927.2641770631355,24707.103556585484,44189.62185746039,33135.42456228149,0.016528622995598003,0.024264250958928535,6.270499692239461e-4,TRUE,0.18156962951404282,0.6635478968161028,0.4225587631650728,0.4209967395662784
VE231204,73,0,73,0,0,0,0,0,0,1,ZULIA,VE23,MARA,VE2312,LUIS DE VICENTE,Zulia,21662.047919853685,CIUD MED Y PEQ OCCID,0.499157852179322,10812.781313479716,0.7389,1106.26982592,19.58116131553983,0.5934,0.5299,0.30000000000000004,0.3593,0.1085,4.69,0.3566,0.0333,0.4620557314211999,0.21854482346613704,0.6324136496525843,25.94,8776.370116928305,12885.67780292538,4757.449563509491,6470,2350.332199304125,6498.614375956106,721.3461957311278,7783.17381760343,16006.087207979888,10739.781313479716,0.0033699491511647007,0.0067512694360141,5.555175698221852e-5,TRUE,0.05765622590719292,0.47089194715094673,0.2642740865290698,0.2642867206910815
VE231206,4107,920,0,0,0,0,0,0,3187,2,ZULIA,VE23,MARA,VE2312,RICAURTE,Zulia,69546.28482634482,CIUD MED Y PEQ OCCID,0.6490435966596985,45138.57083801066,0.9958,108.649809836,640.0957804833762,0.6402,0.5787,0.3867999999999999,0.2723,0.12390000000000001,4.58,0.41700000000000004,0.0063,0.4620557314211999,0.21854482346613704,0.6324136496525843,25.19,29294.249212193747,40252.03561415108,15339.357767793806,16481,8616.784689984124,26900.502970830174,438.1415944059724,18937.453358213694,69254.19043007417,41031.57083801066,0.0590541969316559,0.09098648724920515,0.0031253570674790614,TRUE,0.241416150219206,0.6295232788050636,0.43546971451213484,0.4252736360946766
VE231207,92,0,0,0,0,0,0,0,92,1,ZULIA,VE23,MARA,VE2312,TAMARE,Zulia,9167.6802640659,CIUD MED Y PEQ OCCID,0.6111463487655121,5602.794320033521,1,27.2183166521,336.82025164324693,0.5824,0.5063,0.5221,0.276,0.094,4.76,0.40090000000000003,0.0086,0.4620557314211999,0.21854482346613704,0.6324136496525843,26.86,3547.1438126444714,5620.53645142143,1970.8804030479537,6188,861.7619448221947,4786.445865868807,78.84205027096675,2530.279752882189,9167.6802640659,5510.794320033521,0.010035253995561757,0.016420377894480618,7.001043345704252e-5,TRUE,0.029765044703682703,0.589414788699335,0.3095899167015088,0.30945000106230053
VE231301,14224,3616,869,0,0,8462,231760,0,820,12,ZULIA,VE23,MARACAIBO,VE2313,ANTONIO BORJAS ROMERO,Zulia,112740.93600183082,CIUD PRINC RESTO,0.5522581952196907,62262.105843749734,1,26.8519424099,4198.613801594649,0.5957,0.5401,0.0768,0.1118,0.1001,4.4,0.3942,0.0063,0.6256547732995231,0.34468220560963225,0.3194289193013517,25.58,45719.38386568072,67021.5521361501,26037.184308039752,20158,11285.367693783264,8658.503884940606,710.2678968115342,12604.436645004685,112740.93600183082,48038.105843749734,0.12616535310447496,0.22845356428669358,0.010824221798836662,TRUE,0.33308540357636435,0.5270906080508625,0.4300880058136134,0.39294797961447814
VE231302,2022,28,0,0,132,0,0,0,1862,4,ZULIA,VE23,MARACAIBO,VE2313,BOLIVAR,Zulia,23114.275600089895,CIUD PRINC RESTO,0.148503272566951,3432.545569627775,1,2.03376948886,11365.238650052846,0.418,0.2687,0.012,0.0069,0.0196,3.77,0.4121,0.002,0.6256547732995231,0.34468220560963225,0.3194289193013517,35.18,5400.295998213023,17713.979601876872,6493.084381218104,4375,453.0398017617619,277.37130720107876,46.228551200179794,159.48850164062029,23114.275600089895,1410.545569627775,0.08747840663421597,0.5890671977937544,0.0015387075701102173,TRUE,0.018146819700356996,0.09977724836911843,0.05896203403473771,0.053576339645254725
VE231303,1214,460,702,0,0,0,0,0,184,3,ZULIA,VE23,MARACAIBO,VE2313,CACIQUE MARA,Zulia,77915.81170826229,CIUD PRINC RESTO,0.2796086721971881,21785.93665491334,1,7.24105513371,10760.284277567935,0.4425,0.3407,0.0541,0.021,0.027999999999999997,4.39,0.4154,0.0023,0.6256547732995231,0.34468220560963225,0.3194289193013517,31.67,22340.917667501686,55574.894040760606,18690.283948451743,12500,2181.642727831344,4215.24541341699,179.20636692900328,1636.2320458735082,77915.81170826229,20571.93665491334,0.01558091962829755,0.05572402138267527,9.238333284440176e-4,TRUE,0.11639999328841412,0.23853243287642528,0.1774662130824197,0.17461594256660617
VE231304,1350,42,50,0,0,0,0,0,1258,3,ZULIA,VE23,MARACAIBO,VE2313,CARACCIOLO PARRA PEREZ,Zulia,50449.596437831286,CIUD PRINC RESTO,0.2553759206067651,12883.612134550944,1,5.308847845,9502.927548648042,0.405,0.2609,0.12299999999999998,0.0025,0.0233,3.91,0.4054,2e-4,0.6256547732995231,0.34468220560963225,0.3194289193013517,35.15,11523.51354210633,38926.082895724954,13294.791415658523,14869,1175.475597001469,6205.3003618532475,10.089919287566257,126.12399109457822,50449.596437831286,11533.612134550944,0.02675938154755304,0.10478427834532555,0.0010273270126848631,TRUE,0.06874222626476904,0.21288574000540647,0.14081398313508775,0.13742390516754505
VE231305,658,461,146,0,0,0,0,0,85,2,ZULIA,VE23,MARACAIBO,VE2313,CECILIO ACOSTA,Zulia,67785.3031378987,CIUD PRINC RESTO,0.18590869938088597,12601.877543505838,1,6.41330902085,10569.474029323268,0.4138,0.30519999999999997,0.015899999999999997,0.011899999999999999,0.0274,4.14,0.38049999999999995,0.0032,0.6256547732995231,0.34468220560963225,0.3194289193013517,32.64,18137.88542517445,49647.41771272426,17053.50310665402,16760,1857.3173059784247,1077.7863198925893,216.91297004127588,806.6451073409945,67785.3031378987,11943.877543505838,0.009707118940832954,0.05221444167572387,5.007267958123259e-4,TRUE,0.06723398631330264,0.13936522044181926,0.10329960337756094,0.10176978302678585
VE231306,2745,39,0,0,0,2284,0,0,422,3,ZULIA,VE23,MARACAIBO,VE2313,CRISTO DE ARANZA,Zulia,119699.95652876978,CIUD PRINC RESTO,0.24916239455793868,29824.727797189444,1,11.4864035111,10421.012670597593,0.4461,0.3394,0.041299999999999996,0.0148,0.0245,4.37,0.39189999999999997,0.0017000000000000001,0.6256547732995231,0.34468220560963225,0.3194289193013517,31.97,34504.49297679671,85195.46355197308,28676.688556221256,22069,2932.6489349548597,4943.608204638192,203.48992609890863,1771.5593566257928,119699.95652876978,27079.727797189444,0.022932339155363368,0.09203772180809902,0.0020888982591258883,TRUE,0.15943491462093148,0.2063096649102734,0.18287228976560244,0.17605054853379007
VE231307,3684,1354,553,0,0,0,294,0,1735,4,ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,Zulia,99605.85981138074,CIUD PRINC RESTO,0.24965947664184485,24867.54683097028,1,13.6129044791,7317.017464150021,0.4305,0.3243,0.08659999999999998,0.0446,0.025099999999999997,3.84,0.35590000000000005,0.001,0.6256547732995231,0.34468220560963225,0.3194289193013517,32.27,27385.757224649322,72220.10258673142,26997.877392000264,18832,2500.1070812656562,8625.867459665571,99.60585981138074,4442.421347587581,99605.85981138074,21183.54683097028,0.036985775806526136,0.14814489040840614,0.0028034612701711378,TRUE,0.13289710699082913,0.20683575091788411,0.1698664289543566,0.16041659519637427
VE231308,6139,0,60,0,0,0,271,0,6079,4,ZULIA,VE23,MARACAIBO,VE2313,CHIQUINQUIRA,Zulia,66484.76487548716,CIUD PRINC RESTO,0.1386859014098053,9220.499546775898,1,11.7206735543,5672.435510423007,0.413,0.2751,0.020500000000000004,0.0039000000000000003,0.0181,4.19,0.4397,9e-4,0.6256547732995231,0.34468220560963225,0.3194289193013517,34.66,15928.291332065271,50556.47354342189,16729.269190817347,19301,1203.3742442463176,1362.9376799474871,59.836288387938446,259.29058301439994,66484.76487548716,3081.499546775898,0.09233694383212658,0.665799067486165,0.0046716744673128705,TRUE,0.04913209344044261,0.08938704971880826,0.06925957157962544,0.052886385161016194
VE231309,6084,2548,1287,0,0,0,1616,0,1710,8,ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,Zulia,267549.4212839375,CIUD PRINC RESTO,0.338885710702992,90668.67577998138,1,57.9979877994,4613.081098767108,0.508,0.4445,0.047299999999999995,0.0388,0.037000000000000005,4.21,0.3762,0.008,0.6256547732995231,0.34468220560963225,0.3194289193013517,27.85,94984.9260775307,172564.49520640683,64948.85680750532,39275,9899.32858750569,12655.087626730243,2140.3953702715003,10380.917545816776,267549.4212839375,84584.67577998138,0.022739724013618175,0.0671014542526635,0.004629820403833117,TRUE,0.48515733589755294,0.3012681892839944,0.39321276259077365,0.3785718545320612
